Estado,State,Medio,Media Outlet,Ciudad,City,Dirección,Zip Code,Latitud,Longitud,Formato,Format,Idioma,Language,Contenido,Content,Web,Año de fundación ,Dueño/Tipo de propiedad,Owner/Type of Ownership,Audiencia/circulación,Audience/circulation,Fuentes de ingresos,Sources of Revenue,Número de empleados/Number of employees,Frecuencia,Frequency,Facebook,Twitter,Instagram,YouTube,Otra red social
Alabama,Alabama,Latino News,Latino News,Trussville,Trussville,PO Box 1313,35173,33.637321,-86.560208,Periódico,Newspaper,Español,Spanish,Noticias,News,http://www.latino-news.com/,1996,"Latino News, LLC","Latino News, LLC",,,,,,Semanario,Weekly,https://www.facebook.com/LatinoNewspaper/,https://twitter.com/latinonews1,,,
Alabama,Alabama,Alabama TV,Alabama TV,Hoover,Hoover,"2105 Lorna Ridge Lane, Suite 151",35216,33.391113,-86.796007,TV,TV,Español,Spanish,"Noticias, Deportes","News, Sports",https://www.alabamatv.info/,2016,,,,,,,,,,https://www.facebook.com/alabamatv/,https://twitter.com/AlabamaTv,https://www.instagram.com/alabamatv/,https://www.youtube.com/channel/UCdXIk0_d5kv_pnnVifIPEXA?sub_confirmation=1,
Alabama,Alabama,Líder News,Líder News,Birmingham,Birmingham,PO Box 360535,35236,33.370188,-86.809721,Periódico,Newspaper,Español,Spanish,"Noticias, Deportes","News, Sports",,2012,Medio local independiente,Local independent outlet,"Impreso: 10,000-19,999","Print: 10,000-19,999",Publicidad,Advertising,6-10,Semanal,Weekly,https://www.facebook.com/lidernews.alabama/,,,,
Alaska,Alaska,KDMD Telemundo Alaska,KDMD Telemundo Alaska,Anchorage,Anchorage,1310 E. 66th Ave.,99518,61.161005,-149.85732,TV,TV,Español,Spanish,"Noticias, Entretenimiento, Deportes","News, Entertainment, Sports",http://www.telemundoalaska.com/,2006,Ketchikan Television LLC.,Ketchikan Television LLC.,,,,,,,,https://www.facebook.com/Telemundo-Alaska-166204037463565/,https://twitter.com/telemundoalaska,,,
Alaska,Alaska,Sol de Medianoche,Sol de Medianoche,Anchorage,Anchorage,PO Box 93466,99501,61.233689,-149.85178,Periódico,Newspaper,Español/Inglés,Spanish/English,"Noticias, Arte y Cultura, Comentario","News, Arts and Culture, Commentary",http://www.soldemedianochenews.org/,2016,Medio local independiente,Local independent outlet,"Impreso: -5,000","Print: -5,000",Publicidad,Advertising,1-5,Diario,Daily,https://www.facebook.com/soldemedianochenews/,,,,
Arizona,Arizona,Arizona Bilingual ,Arizona Bilingual ,Tucson,Tucson,"245 South Plumer Ave., Suite 14",85719,32.2189966,-110.9386021,Revista,Magazine,Español/Inglés,Spanish/English,,,http://azbilingual.com/,2003,Global Multi-Media Group,Global Multi-Media Group,"Impreso: 25,000 ","Print: 25,000 ",Publicidad,Advertising,,Monthly,Monthly,https://www.facebook.com/arizonabilingual.news/,https://twitter.com/TheAZB,https://www.instagram.com/explore/tags/azbilingualnewspaper/,https://www.youtube.com/user/ArizonaSonoraMagazin,
Arizona,Arizona,Bajo El Sol,Bajo El Sol,Yuma,Yuma,2055 Arizona Ave.,85364,32.690206,-114.61549,Periódico,Newspaper,Español,Spanish,,,http://www.yumasun.com/bajo_el_sol/,,Rhode Island Suburban Newspapers Inc. ,Rhode Island Suburban Newspapers Inc. ,,,,,,,,https://www.facebook.com/BajoElSolNoticias/,https://twitter.com/bajo_el_sol?lang=en,,,
Arizona,Arizona,KTVW Univisión 33,KTVW Univisión 33,Phoenix,Phoenix,6006 S 30th St.,85042,33.393125,-112.01859,TV,TV,Español,Spanish,,,http://www.Univision.com/arizona/ktvw,,Univision ,Univision ,,,,,,,,https://www.facebook.com/UnivisionArizona,https://twitter.com/UnivisionAZ,https://www.instagram.com/Univisionaz/?hl=en,,
Arizona,Arizona,La Voz Arizona,La Voz Arizona,Phoenix,Phoenix,200 E Van Buren St. ,85004,33.45186,-112.07084,Periódico,Newspaper,Español,Spanish,,,http://www.lavozarizona.com/,,Gannett,Gannett,,,,,,,,https://www.facebook.com/LaVozArizona,https://twitter.com/LaVozaz,,,
Arizona,Arizona,La Estrella de Tucson,La Estrella de Tucson,Tucson,Tucson,4850 S Park Ave.,85714,32.16434,-110.95832,Periódico,Newspaper,Español,Spanish,,,http://tucson.com/laestrella/,,Lee Enterprises,Lee Enterprises,,,,,,,,https://www.facebook.com/LaEstrellaDeTucson/,https://twitter.com/LaEstrella,,,
Arizona,Arizona,Telemundo 39,Telemundo 39,Phoenix,Phoenix,4625 S 33rd Pl,85040,33.4041789,-112.00921,TV,TV,Español,Spanish,,,http://www.telemundoarizona.com/,,NBC Universal,NBC Universal,,,,,,,,https://www.facebook.com/TELEMUNDOAZ/,https://twitter.com/TelemundoAZ,https://www.instagram.com/telemundoaz/?hl=en,,
Arizona,Arizona,Telemundo 40,Telemundo 40,Tucson,Tucson,5151 E Broadway Blvd #650,85711,32.2228334,-110.88267,TV,TV,Español,Spanish,,,http://www.telemundoarizona.com/,,NBC Universal,NBC Universal,,,,,,,,https://www.facebook.com/TELEMUNDOAZ/,https://twitter.com/TelemundoAZ,https://www.instagram.com/telemundoaz/?hl=en,,
Arizona,Arizona,KFPH UniMás 13,KFPH UniMás 13,Phoenix,Phoenix,6006 S 30th St.,85042,33.392901,-112.01854,TV,TV,Español,Spanish,,,https://www.Univision.com/unimas,,,,,,,,,,,,,,,
Arizona,Arizona,Univisión 46,Univisión 46,Tucson,Tucson,"2301 N. Forbes Blvd., Suite 103",85745,32.249005,-110.99625,TV,TV,Español,Spanish,,,https://www.Univision.com/arizona/ktvw,,Univision ,Univision ,,,,,,,,https://www.facebook.com/UnivisionArizona,https://twitter.com/UnivisionAZ,https://www.instagram.com/univisionaz/,,
Arizona,Arizona,KAJB UniMás 54,KAJB UniMás 54,El Centro,El Centro,1803 N. Imperial Ave.,92243,32.841574,-115.56974,TV,TV,Español,Spanish,,,,,Calipatria Broadcasting Company ,Calipatria Broadcasting Company ,,,,,,,,,,,,
Arizona,Arizona,KVPA Estrella 42,KVPA Estrella 42,Phoenix,Phoenix,,,34.30777,-112.39012,TV,TV,Español,Spanish,,,http://www.estrellatv.com/,,Liberman Broadcasting,Liberman Broadcasting,,,,,,,,,,,,
Arizona,Arizona,Contacto Total,Contacto Total,Gilbert,Gilbert,335 E Harwell Road,85234,33.377073,-111.783,Radio,Radio,Español,Spanish,"Noticias, Entretenimiento, Comentario","News, Entertainment, Commentary",http://www.contactototalradio.com/,2005,Medio local independiente,Local independent media,"Impreso: 10,000-19,999. Radio: 5,000-7,000. Web: 500","Print: 10,000-19,999. Radio: 5,000-7,000. Web: 500",Publicidad,Advertising,1-5,Diario,Daily,https://www.facebook.com/contactototalradio/,,,,
Arizona,Arizona,KPDF Azteca América 41,KPDF Azteca América 41,Phoenix,Phoenix,"4001 East Broadway Rd., Suite B-17",85040,33.406826,-111.99467,TV,TV,Español,Spanish,,,,,HC2 Holdings Inc.,HC2 Holdings Inc.,,,,,,,,,,,,
Arizona,Arizona,Panorama Online,Panorama Online,,,,,34.30777,-112.39012,Web,Web-only,Español,Spanish,,,https://panoramaaz.com/,,Panorama Online Publishing,Panorama Online Publishing,,,,,,,,https://www.facebook.com/panoramaonline,https://twitter.com/panoramaaz,,https://www.youtube.com/c/PanoramaazTV,
Arizona,Arizona,Radio Cachimbona,Radio Cachimbona,,,,,32.322538,-111.497693,Podcast,Podcast,Inglés,English,,,https://soundcloud.com/radiocachimbona/,,Medio local independiente,Local independent media,,,,,1-5,,,https://www.facebook.com/radiocachimbona/,https://twitter.com/RadioCachimbona,,,
Arizona,Arizona,Prensa Arizona,Prensa Arizona,,,,,34.226554,-112.43435,Periódico,Newspaper,Español,Spanish,,,http://prensaarizona.com/PrensaAZ/,2019,,,,,,,,Diario,Daily,https://www.facebook.com/PrensaAZ/,https://twitter.com/ArizonaPrensa,https://www.instagram.com/prensa_arizona/,,
Arizona ,Arizona ,KVYE Univisión 7,KVYE Univisión 7,El Centro,El Centro,1803 N. Imperial Ave.,92243,32.841574,-115.56974,TV,TV,Español,Spanish,,,https://noticiasya.com/el-centro/,,Entravision Communications,Entravision Communications,,,,,,,,https://www.facebook.com/Univision7/,,,,
Arkansas,Arkansas,Hola Arkansas,Hola Arkansas,Little Rock,Little Rock,PO Box 25743,72221,34.750264,-92.290021,Web,Web,Español/Inglés,Spanish/English,,,http://hola-arkansas.com/,2000,"Hola! Media Group, LLC. ","Hola! Media Group, LLC. ",,,,,,,,https://www.facebook.com/HolaArkansas/,,https://www.instagram.com/holaarkansas/?utm_source=ig_embed,,
Arkansas,Arkansas,El Latino,El Latino,Little Rock,Little Rock,201 E Markham St. #200,72201,34.747896,-92.268961,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario, Noticias de América Latina","News, Arts and Culture, Entertainment, Sports, Commentary, Latin American News",www.ellatinoarkansas.com,2001,Medio local independiente,Local independent media,"Impreso: 5,000 - 9,999","Print: 5,000 - 9,999",Publicidad,Advertising,1-5,Semanal,Weekly,https://www.facebook.com/ellatinoarkansas,,,,
Arkansas,Arkansas,Univisión Arkansas,Univisión Arkansas,Fayetteville,Fayetteville,4058 North College Ave. #245,72703,36.125226,-94.14391,TV,TV,Español,Spanish,,,latinoTVar.com,,Pinnacle Media,Pinnacle Media,,,,,,,,https://www.facebook.com/Univision.arkansas,https://twitter.com/UnivisionAR,https://www.instagram.com/univisionarkansas/?hl=en,,
Arkansas,Arkansas,La Prensa Libre del Noreste de Arkansas,La Prensa Libre del Noreste de Arkansas,Springdale,Springdale,2560 Lowell Rd,72764,36.207492,-94.134206,Periódico,Newspaper,Español,Spanish,,,http://www.laprensanwa.com,,Northwest Arkansas Newspapers LLC. ,Northwest Arkansas Newspapers LLC. ,,,,,,,,https://www.facebook.com/laprensalibre/,,,,
California,California,El Sol de Salinas,El Sol de Salinas,Salinas,Salinas,123 W Alisal St.,93901,36.673034,-121.65837,Periódico,Newspaper,Español,Spanish,,,http://www.elsoldesalinas.com,1968,"Gannett Company, Inc.","Gannett Company, Inc.",,,,,,,,https://www.facebook.com/elsoldesalinas,https://twitter.com/notielsol,,,
California,California,Univisión 39,Univisión 39,Bakersfield,Bakersfield,5801 Truxtun Ave.,93309,35.363868,-119.06857,TV,TV,Español,Spanish,,,http://www.Univision39.com/,,Univision ,Univision ,,,,,,,,https://www.facebook.com/Univision,https://twitter.com/Univision39,,,
California,California,Radio Bilingüe,Radio Bilingüe,Fresno,Fresno,5005 E. Belmont Ave.,93272,36.750973,-119.72709,Radio,Radio,Español/Inglés,Spanish/English,,,http://www.radiobilingue.org,,"Radio Bilingüe, Inc.","Radio Bilingüe, Inc.",,,,,,,,https://www.facebook.com/radiobilingue?ref=hl,https://twitter.com/radiobilingue,,,
California,California,Adelante Valle,Adelante Valle,El Centro,El Centro,205 N Eighth St.,92243,32.794399,-115.56083,Periódico,Newspaper,Español,Spanish,,,http://www.ivpressonline.com/adelantevalle,,Imperial Valley Press,Imperial Valley Press,,,,,,Semanal,Weekly,https://www.facebook.com/ivpress,,,,
California,California,Telemundo 51 Fresno,Telemundo 51 Fresno,Fresno,Fresno,"30 E River Park Pl W, Suite 200",93720,36.859178,-119.78812,TV,TV,Español,Spanish,,,http://telemundo51fresno.com/,,NBC Universal,NBC Universal,,,,,,,,https://www.facebook.com/TelemundoFresno/,https://twitter.com/TelemundoFresno,https://www.instagram.com/telemundofresno/?hl=en,,
California,California,Vida En El Valle,Vida En El Valle,Fresno,Fresno,1626 E St. ,93786,36.736476,-119.80247,Periódico,Newspaper,Español/Inglés,Spanish/English,"Noticias, Entretenimiento, Deportes, Comentario","News, Entertainment, Sports, Commentary",http://www.vidaenelvalle.com,1990,Medio local independiente,Local independent media,"Impreso: 50,000+. Web: 100","Print: 50,000+. Web: 100",Publicidad,Advertising,1-5,Semanal,Weekly,https://www.facebook.com/vidaenelvalle,https://twitter.com/vidaenelvalle,https://www.instagram.com/vidaenelvalle/?hl=en,https://www.youtube.com/user/vidaenelvalle,
California,California,Ooorale USA,Ooorale USA,Huntington Park,Huntington Park,"6330 Pacific Blvd., Suite 211",90255,33.982999,-118.22484,Revista,Magazine,Español,Spanish,,,http://www.oooraleusa.com,,,,,,,,,,,https://www.facebook.com/oraleusa?fref=ts,,,https://www.youtube.com/user/Oralemagazine/featured?view_as=public,
California,California,La Opinión,La Opinión,Los Ángeles,Los Angeles,"915 Wilshire Blvd., Suite 800",90017,34.051246,-118.26012,Periódico,Newspaper,Español,Spanish,,,http://www.laopinion.com,1926,Impremedia,Impremedia,,,,,,Diario,Daily,https://www.facebook.com/LaOpinionLA,https://twitter.com/laopinionla,https://www.instagram.com/laopinionla/,,
California,California,KTNQ 1020 AM,KTNQ 1020 AM,Los Ángeles,Los Angeles,5999 Center Dr,90045,33.976651,-118.38808,Radio,Radio,Español,Spanish,,,http://www.1020am.com,,Univision ,Univision ,,,,,,,,,,,,
California,California,La Nueva Voz,La Nueva Voz,San Dimas,San Dimas,251 S Walnut Ave.,91773,34.1055,-117.80406,Periódico,Newspaper,Inglés,English,"Noticias, Arte y Cultura, Entretenimiento, Comentario, Narrativa no ficción ","News, Arts and Culture, Entertainment, Commentary, Narrative non-fiction ",http://www.lanuevavoz.net,1981,Medio local independiente,Local independent media,"Impreso: 10,000 - 19,999. Web: 100+ ","Print: 10,000 - 19,999. Web: 100+ ","Publicidad, Suscripciones/Ventas de producto impreso","Advertising, Subscriptions/Sales of print product",1-5,Monthly,Monthly,https://www.facebook.com/reneebarbee3?fref=ts,,,,
California,California,Vida,Vida,Oxnard,Oxnard,130 Palm Drive,93030,34.20555,-119.1778,Periódico,Newspaper,Español/Inglés,Spanish/English,,,http://vidanewspaper.com/,,Vida Publications ,Vida Publications ,,,,,,,,https://www.facebook.com/vida.newspaper,,,,
California,California,Telemundo 33 Sacramento,Telemundo 33 Sacramento,Sacramento,Sacramento,500 Media Pl,95815,38.601192,-121.45468,TV,TV,Español,Spanish,,,http://telemundo33.com/,,NBC Universal,NBC Universal,,,,,,,,https://www.facebook.com/TelemundoSacramento,https://twitter.com/TelemundoSac,https://www.instagram.com/telemundosacramento/?hl=en,https://www.youtube.com/user/telemundo33sacrament,
California,California,El Latino San Diego,El Latino San Diego,Chula Vista,Chula Vista,"1105 Broadway, Suite 206",91911,32.610069,-117.08044,Periódico,Newspaper,Español,Spanish,,,https://www.ellatinoonline.com/,,"Fanny E. Miller, director & publisher","Fanny E. Miller, director & publisher",,,,,,,,https://www.facebook.com/ElLatinoSanDiego/,https://twitter.com/ellatino_SD,,,
California,California,La Prensa San Diego,La Prensa San Diego,San Diego,San Diego,1712 Logan Ave.,92113,32.70401,-117.14719,Periódico,Newspaper,Español/Inglés,Spanish/English,,,http://laprensa-sandiego.org,1976,"Arturo Castañares, Publisher and CEO","Arturo Castañares, Publisher and CEO",,,,,,,,https://www.facebook.com/LaPrensaSD/,https://twitter.com/LaPrensaSD,https://www.instagram.com/laprensasd/,,
California,California,KDTV Univisión 14,KDTV Univisión 14,San Francisco,San Francisco,50 Fremont St.,94105,37.790757,-122.39718,TV,TV,Español,Spanish,,,https://www.Univision.com/san-francisco/kdtv,,"Univision Television Group, Inc.","Univision Television Group, Inc.",,,,,,,,https://www.facebook.com/Univision14/,https://twitter.com/noticias14,https://www.instagram.com/univision14/?hl=en,,
California,California,El Reportero,El Reportero,San Francisco,San Francisco,2601 Mission St. Suite 105 ,94110,37.755516,-122.41835,Periódico,Newspaper,Español/Inglés,Spanish/English,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario ","News, Arts and Culture, Entertainment, Sports, Commentary ",http://www.elreporterosf.com,1991,Medio local independiente,Local independent media,"Impreso: 20,000 - 49,999","Print: 20,000 - 49,999",Publicidad,Advertising,1-5,Semanal,Weekly,https://www.facebook.com/elreporteroSF,https://twitter.com/elreporterosf,https://www.instagram.com/elreporterosf/,,
California,California,El Tecolote,El Tecolote,San Francisco,San Francisco,2958 24th St.,94110,37.753041,-122.41132,Periódico,Newspaper,Español/Inglés,Spanish/English,"Noticias, Arte y Cultura, Deportes, Comentario ","News, Arts and Culture, Sports, Commentary ",http://eltecolote.org/content/en,1970,Sin fines de lucro,Non-profit,"Impreso: 10,000 - 19,999","Print: 10,000 - 19,999   ","Publicidad, Suscripciones/Ventas de producto impreso, Donaciones/Subvenciones","Advertising, Subscriptions/Sales of print product, Donations/Grants",1-5,Bisemanal,Bi-weekly,https://www.facebook.com/ElTecoloteSF/,https://twitter.com/elteco,https://www.instagram.com/eltecogram/?hl=en,,
California,California,El Observador,El Observador,San José,San Jose,1042 W Hedding St. 250,95126,37.341416,-121.92192,Web,Web,Español/Inglés,Spanish/English,,,http://el-observador.com/,,"El Observador Publications, Inc. ","El Observador Publications, Inc. ",,,,,,,,https://www.facebook.com/EONewsSJ/,https://twitter.com/eonews,https://www.instagram.com/eonews/,https://www.youtube.com/channel/UC25QZxBIZwRN22sw_0FXYhQ,
California,California,KBBF 89.1 FM,KBBF 89.1 FM,Santa Rosa,Santa Rosa,"1700 Corby Ave., Suite B",95407,38.422571,-122.71627,Radio,Radio,Español/Inglés,Spanish/English,,,http://www.kbbf-fm.org,1973,"Bilingual Broadcasting Foundation, Inc. ","Bilingual Broadcasting Foundation, Inc. ",,,,,,,,https://www.facebook.com/KBBF891/,https://twitter.com/KBBF_Radio,https://www.instagram.com/kbbf_89.1_fm/?hl=en,,
California,California,Latino Times,Latino Times,Stockton,Stockton,PO Box 691436,95269,38.020254,-121.32001,Periódico,Newspaper,Español/Inglés,Spanish/English,,,http://latinotimes.org,,Andrew Ysiano,Andrew Ysiano,,,,,,,,https://www.facebook.com/latinotimesmag/,,,,
California,California,Noticias 62,Noticias 62,Burbank,Burbank,1845 Empire Ave.,91504,34.192212,-118.33089,TV,TV,Español,Spanish,,,http://noticias.estrellatv.com/noticias/,,Liberman Broadcasting,Liberman Broadcasting,,,,,,,,https://www.facebook.com/Noticias62TV,https://twitter.com/noticias62TV,https://www.instagram.com/noticias62tv/,,
California,California,Migratory Notes,Migratory Notes,Pasadena,Pasadena,PO Box #4,91104,34.169326,-118.120793,Boletín,Newsletter,Inglés,English,Noticias,News,https://medium.com/migratory-notes,2017,Sin fines de lucro,Non-profit,"Suscriptores: -5,000","Subscribers: -5,000",Donaciones/Subvenciones,Donations/Grants,1-5,Semanal,Weekly,,,,,
California,California,Tamarindo,Tamarindo,Vernon,Vernon,"360 w. Avenue 26, unit 227",90031,34.080717,-118.219711,Podcast,Podcast,Inglés,English,Comentario,Commentary,https://www.tamarindopodcast.com/,2016,Medio local independiente,Local independent media,"5,000","5,000",Financiamiento privado,Private funding,1-5,Indefinida,Undefined,https://www.facebook.com/TamarindoPodcast/,https://twitter.com/TamarindoCast,https://www.instagram.com/tamarindopodcast/?hl=en,,
California,California,Fox Deportes,Fox Deportes,Los Ángeles,Los Angeles,,,36.353679,-121.33895,TV,TV,Español,Spanish,,,http://www.foxdeportes.com/,,Fox Entertainment Group/21st Century Fox,Fox Entertainment Group/21st Century Fox,,,,,,,,https://www.facebook.com/foxdeportes,https://twitter.com/FOXDeportes,https://www.instagram.com/foxdeportes/,https://www.youtube.com/user/FOXDeportesUS,
California,California,Latino Journal,Latino Journal,Sacramento,Sacramento,1017 L St. #306,95814,38.578177,-121.49336,Revista,Magazine,Inglés,English,,,http://www.latinojournal.net/,1996,"José Pérez, fundador y editor","José Pérez, fundador y editor",,,,,,,,https://www.facebook.com/latinojournal/,https://twitter.com/LatinoJournal96,,,
California,California,El Valle de los Tercos,El Valle de los Tercos,San Francisco,San Francisco,145 Marlin Ct,94124,37.727135,-122.37227,Podcast,Podcast,Español,Spanish,"Noticias, Comentario, Entrevistas, Tendencias","News, Commentary, Interviews, Trends",http://www.elvalledelostercos.com/,2015,Tercos Media,Tercos Media,"5,000-6,000","5,000-6,000","Publicidad, Membresías","Advertising, Memberships",1-5,Bisemanal,Bi-weekly,https://www.facebook.com/elvalledelostercos/,https://twitter.com/SiliconTercos,https://www.instagram.com/elvalledelostercos/?hl=en,https://www.youtube.com/channel/UCFfr0oZjhfeoRXSPiAKuNiQ,https://www.linkedin.com/company-beta/16249703/
California,California,La Oferta,La Oferta,San José,San Jose,90B S White Rd,95127,37.364933,-121.82658,Periódico,Newspaper,Español/Inglés,Spanish/English,,,http://www.laoferta.com/,1978,,,,,,,,,,https://www.facebook.com/La-Oferta-Newspaper-106216102760631/,https://twitter.com/LaOferta1978,,https://www.youtube.com/channel/UC6605wwwbCTr7W8cNgoEWgg,
California,California,KSMS Univisión 67,KSMS Univisión 67,Monterey,Monterey,67 Garden Ct,93940,36.586013,-121.8538,TV,TV,Español,Spanish,,,https://noticiasya.com/monterey-salinas/,,Entravision Communications,Entravision Communications,,,,,,,,https://www.facebook.com/NoticiasCostaCentral/,https://twitter.com/NotiYaCostaCen,https://www.instagram.com/notiyacostacen/,,
California,California,Kiqi1010 y KATD 990,Kiqi1010 y KATD 990,San Francisco,San Francisco,"44 Gough St., Suite 301",94103,37.772913,-122.4209,Radio,Radio,Español,Spanish,,,http://kiqi1010am.com/,,MRBI Inc.,MRBI Inc.,,,,,,,,,,,,
California,California,Hispanic Network Magazine,Hispanic Network Magazine,Irvine,Irvine,"18 Technology Dr., Suite 170",92618,33.652737,-117.73802,Revista,Magazine,Inglés,English,"Entretenimiento, Negocios","Entertainment, Business",https://www.hnmagazine.com/,1993,Medio local independiente,Local independent media,"Impreso: 50,000+, Boletín: 17,900, Web: 500","Print: 50,000+, Newsletter: 17,900, Web: 500","Publicidad, Suscripciones/Ventas de producto impreso, Cobros por contenido","Advertising, Subscriptions/Sales of print product, Charge for content",21-50,Monthly,Monthly,https://www.facebook.com/hispanicnetworkmagazine/?tn-str=k*F,https://twitter.com/HNMagazine,https://www.instagram.com/hnmagazine/?hl=en,,
California,California,Telemundo 20 ,Telemundo 20 ,San Diego,San Diego,9680 Granite Ridge Dr,92123,32.807349,-117.11956,TV,TV,Español,Spanish,,,https://www.telemundo20.com/,,NBC Universal,NBC Universal,,,,,,,,https://www.facebook.com/TLMD20/,https://twitter.com/TLMD20,https://www.instagram.com/tlmd20/?hl=en,,
California,California,Telemundo 48 Área de la Bahía,Telemundo 48 Área de la Bahía,San José,San Jose,2450 North First St. ,95131,37.382245,-121.9228,TV,TV,Español,Spanish,,,https://www.telemundoareadelabahia.com/,,NBC Universal,NBC Universal,,,,,,,,https://www.facebook.com/Telemundo48/,https://twitter.com/Telemundo48,https://www.instagram.com/telemundo48/?hl=en,,
California,California,Telemundo 52 Los Ángeles,Telemundo 52 Los Ángeles,Universal City,Universal City,"100 Universal City Plaza, Bldg. 2120",91608,34.136798,-118.35167,TV,TV,Español,Spanish,,,https://www.telemundo52.com/,,NBC Universal,NBC Universal,,,,,,,,https://www.facebook.com/Telemundo52,https://twitter.com/TELEMUNDO52,https://www.instagram.com/telemundo52/?hl=en,https://www.youtube.com/channel/UC8zodF4YUwrFU0oi_H_hwew,
California,California,Univisión 21 Fresno,Univisión 21 Fresno,Fresno,Fresno,601 W Univision Plaza,93704,36.836465,-119.80349,TV,TV,Español,Spanish,,,https://www.Univision.com/fresno/kftv,,Univision ,Univision ,,,,,,,,https://www.facebook.com/Noticias21,https://twitter.com/UnivisionFresno,https://www.instagram.com/noticias21/?hl=en,,
California,California,Univisión 19 Sacramento,Univisión 19 Sacramento,Sacramento,Sacramento,1710 Arden Way,95815,38.598864,-121.42639,TV,TV,Español,Spanish,,,https://www.univision.com/sacramento/kuvs,,Univision ,Univision ,,,,,,,,https://www.facebook.com/Univision19/,https://twitter.com/Univision19,https://www.instagram.com/univision19/?hl=en,,
California,California,Univisión 34 Los Ángeles,Univisión 34 Los Ángeles,Los Ángeles,Los Angeles,5999 Center Dr,90045,33.976553,-118.38763,TV,TV,Español,Spanish,,,https://www.Univision.com/los-angeles/kmex,,Univision ,Univision ,,,,,,,,https://www.facebook.com/Univision34/,https://twitter.com/Univision34LA,https://www.instagram.com/univision34/?hl=en,,
California,California,El Mundo,El Mundo,Oakland,Oakland,"360 14th St., Lower Level",94612,37.803865,-122.26892,Web,Web,Español,Spanish,,,http://www.oaklandpost.org/category/el-mundo/,,The Post News Group,The Post News Group,,,,,,,,,,,,
California,California,Visión Hispana,Visión Hispana,Alameda,Alameda,PO Box 1411,94501,37.771513,-122.28237,Periódico,Newspaper,Español/Inglés,Spanish/English,"Noticias, Arte y Cultura, Entretenimiento, Comentario ","News, Arts and Culture, Entertainment, Commentary ",https://www.visionhispanausa.com/,2003,Medio local independiente,Local independent media,"Impreso: 5,000 - 9,999. Web: 200","Print: 5,000 - 9,999. Web: 200",Publicidad,Advertising,1-5,Bisemanal,Bi-weekly,www.facebook.com/VisionHispanaNewspaper/,,,,
California,California,El Tímpano ,El Tímpano ,Oakland,Oakland,PO Box 70281,94612-5200,37.811553,-122.26821,Web,Web-only,Español/Inglés,Spanish/English,Noticias,News,https://www.eltimpano.org/,2018,Sin fines de lucro,Non-profit,"Impreso: -5,000","Print: -5,000",Donaciones/Subvenciones,Donations/Grants,1-5,No definida,Undefined,,,,,
California,California,American Latino,American Latino,Los Ángeles,Los Angeles,2323 Corinth Ave.,90064,34.035554,-118.44039,TV,TV,Inglés,English,,,http://www.americanlatino.tv/,,LATV Networks,LATV Networks,,,,,,,,https://www.facebook.com/AmericanLatino,https://twitter.com/americanlatino,https://www.instagram.com/americanlatino/?hl=en,https://www.youtube.com/user/AmericanLatinoShow,
California,California,CNET en español,CNET en español,San Francisco,San Francisco,235 Second St.,94105,37.78663,-122.39702,Web,Web-only,Español,Spanish,Tecnología,Technology,https://www.cnet.com/es/,2013,CBS Corporation. Subsidiaria local,CBS Corporation. Subsidiaria local,"Web: 150,000","Web: 150,000",Publicidad,Advertising,6-10,Diario,Daily,https://www.facebook.com/CNETenEspanol/,https://twitter.com/cnet_es,https://www.instagram.com/cnet_es/?hl=en,https://www.youtube.com/user/cnetenespanol,
California,California,KUCO Univisión 27,KUCO Univisión 27,Redding,Redding,755 Auditorium Dr,96001,40.587352,-122.38033,TV,TV,Español,Spanish,,,,,"Sinclair Broadcast Group, Inc.","Sinclair Broadcast Group, Inc.",,,,,,,,,,,,
California,California,KEUV Univisión 31,KEUV Univisión 31,Eureka,Eureka,540 E St.,95501,40.801216,-124.16685,TV,TV,Español,Spanish,,,,,"Sinclair Broadcast Group, Inc.","Sinclair Broadcast Group, Inc.",,,,,,,,,,,,
California,California,KSDX Estrella TV 29,KSDX Estrella TV 29,San Diego,San Diego,,,32.827532,-117.18178,TV,TV,Español,Spanish,,,,,Liberman Broadcasting,Liberman Broadcasting,,,,,,,,,,,,
California,California,KVYE Univisión 7 y 54,KVYE Univisión 7 y 54,El Centro,El Centro,1803 North Imperial Ave.,92243,32.809989,-115.56928,TV,TV,Español,Spanish,,,https://noticiasya.com/?fbclid=IwAR30ulu5Orec5hjIjmijG2I9X2oVF0Anxn01YgtzKzruQCxNYqEp5rFiavY,,Entravision Communications,Entravision Communications,,,,,,,,https://www.facebook.com/Univision7/,,,,
California,California,KDJT UniMás 33,KDJT UniMás 33,Monterey,Monterey,67 Garden Ct,93940,36.585987,-121.85375,TV,TV,Español,Spanish,,,https://noticiasya.com/monterey-salinas/,,Entravision Communications,Entravision Communications,,,,,,,,,,,,
California,California,KVER Univisón 4 y Univisión 28,KVER Univisón 4 y Univisión 28,Palm Desert,Palm Desert,41601 Corporate Way,92260,33.746285,-116.36264,TV,TV,Español,Spanish,,,https://noticiasya.com/palm-springs/,,Entravision Communications,Entravision Communications,,,,,,,,https://www.facebook.com/Univisionpalmsprings/?fref=ts,,https://www.instagram.com/noticiasyasd/,,
