Estado,State,Medio,Media Outlet,Ciudad,City,Dirección,Zip Code,Latitud,Longitud,Formato,Format,Idioma,Language,Contenido,Content,Web,Año de fundación ,Dueño/Tipo de propiedad,Owner/Type of Ownership,Audiencia/circulación,Audience/circulation,Fuentes de ingresos,Sources of Revenue,Número de empleados/Number of employees,Frecuencia,Frequency,Facebook,Twitter,Instagram,YouTube,Otra red social
Puerto Rico,Puerto Rico,Claridad,Claridad,San Juan,San Juan,Urb. Santa Rita 57 Calle Borinqueña,925,18.399931,-66.054096,Periódico,Newspaper,Español,Spanish,,,http://www.claridadpuertorico.com/,,Miguel Merced Mader-Presidente,Miguel Merced Mader-Presidente,,,,,,,,https://www.facebook.com/periodicoclaridadpr/,https://twitter.com/ClaridadPR,https://www.instagram.com/elperiodicodelanacion/,,
Puerto Rico,Puerto Rico,Univisión Puerto Rico,Univisión Puerto Rico,Guaynabo,Guaynabo,#64 Carazo St.,*00969,18.359306,-66.110564,TV,TV,Español,Spanish,,,https://www.Univision.com/puerto-rico/wlii,,Univision ,Univision ,,,,,,,,facebook.com/UnivisionPuertoRico,https://twitter.com/UnivisionPR,https://www.instagram.com/univisionpr/,,
Puerto Rico,Puerto Rico,Bandera Roja,Bandera Roja,San Juan,San Juan,"Apdo. 22629, Estación UPR",*00931,18.403328,-66.050106,Web,Web-only,Español,Spanish,,,http://www.bandera.org/,,,,,,,,,,,https://www.facebook.com/BanderaRoja/,https://twitter.com/MST_PR,https://www.instagram.com/banderaroja_pr/,https://www.youtube.com/user/banderarojatv?app=desktop,
Puerto Rico,Puerto Rico,NEL,NEL,,,,,18.221972,-66.442677,Web,Web-only,Español,Spanish,,,https://nelpr.com/,,,,,,,,,,,https://www.facebook.com/noticiasenlineapr/,https://twitter.com/noticiaslineapr?lang=en,https://www.instagram.com/noticiasenlineapr/,,
Puerto Rico,Puerto Rico,Noticias PRTV,Noticias PRTV,,,,,18.221972,-66.442677,Web,Web-only,Español,Spanish,,,http://noticiasprtv.com/,,,,,,,,,,,https://www.facebook.com/NoticiasPRTV/,https://twitter.com/Noticias_PRTV?lang=en,https://www.instagram.com/noticiasprtv/,https://www.youtube.com/channel/UCo_eaH8eZnEIjrVI9JehC8g,
Puerto Rico,Puerto Rico,Sin Comillas,Sin Comillas,,,,,18.221972,-66.442677,Web,Web-only,Español,Spanish,,,http://sincomillas.com/,,Mayón Martínez Pérez,Mayón Martínez Pérez,,,,,,,,https://www.facebook.com/Luisagarciapelatti/,https://twitter.com/Sincomillas?lang=en,,,
Puerto Rico,Puerto Rico,Periódico La Semana,Periódico La Semana,Caguas,Caguas,"Calle Cristóbal Colón, Esquina Ponce de León",*00725,18.294714,-66.034447,Periódico,Newspaper,Español,Spanish,,,http://www.periodicolasemana.net/,,,,,,,,,,,https://www.facebook.com/lasemanapr,https://twitter.com/LaSemanaCaguas?lang=en,,,
Puerto Rico,Puerto Rico,La Perla del Sur,La Perla del Sur,Ponce,Ponce,Parque Industrial Sabanetas #236,*00716,18.010212,-66.581847,Periódico,Newspaper,Español,Spanish,,,https://www.periodicolaperla.com/,,,,,,,,,,,https://www.facebook.com/laperlapr,https://twitter.com/LaPerlaPR?lang=en,https://www.instagram.com/laperlapr/,,
Puerto Rico,Puerto Rico,Visión,Visión,Mayagüez,Mayagüez,Calle Emeterio Betances 178 Sur,*00680,18.190586,-67.14352,Periódico,Newspaper,Español,Spanish,,,http://periodicovision.com/,,,,,,,,,,,https://www.facebook.com/periodicovision,,,https://www.youtube.com/channel/UCyxWNqfYxeowSYZ6ciI3KTQ,
Puerto Rico,Puerto Rico,La Calle,La Calle,Mayagüez,Mayagüez,PO Box 8175,00681-8175,18.201803,-67.143381,Revista,Magazine,Español,Spanish,,,http://lacallerevista.com/,,,,,,,,,,,https://www.facebook.com/lacallerevista/,https://twitter.com/LaCalleRevista?lang=en,,,
Puerto Rico,Puerto Rico,Metro,Metro,Guaynabo,Guaynabo,"Calle José R. Carazo #64, Piso 1",*00969,18.357228,-66.110842,Periódico,Newspaper,Español,Spanish,,,https://www.metro.pr/pr/,,,,,,,,,,,https://www.facebook.com/MetroPR,https://twitter.com/search?q=%40Metro_PR&src=typd&lang=en,https://www.instagram.com/metropr/,,
Puerto Rico,Puerto Rico,El Calce,El Calce,Guaynabo,Guaynabo,,,18.349647,-66.116078,Web,Web-only,Español,Spanish,,,http://elcalce.com/pr/,,One Red Media LLC,One Red Media LLC,,,,,,,,https://www.facebook.com/ElCalce?fref=ts,https://twitter.com/elcalcePR,https://www.instagram.com/elcalcepr/,https://www.youtube.com/channel/UCxEzUvQADqWBwFP7Hw3NnnA,
Puerto Rico,Puerto Rico,La Isla Oeste,La Isla Oeste,Mayagüez,Mayagüez,"La Quinta Industrial Park, 177 Balboa",*00680,18.208241,-67.123726,Web,Web-only,Español,Spanish,"Noticias, Arte y Cultura, Deportes, Ley y Orden","News, Arts and Culture, Sports, Law and Order",https://laislaoeste.com/,2016,Universidad de Puerto Rico,Universidad de Puerto Rico,"Impreso: 10,000 - 19,999. Web: 15,000","Print: 10,000 - 19,999. Web: 15,000",Publicidad,Advertising,1-5,Diario,Daily,https://www.facebook.com/laislaoeste/,https://twitter.com/LaIslaOeste,https://www.instagram.com/p/BeX9YdtnKLv/?hl=en,https://www.youtube.com/channel/UCpCNEk-kH2tUNhBt1QEQrng,
Puerto Rico,Puerto Rico,WIPR Noticias 24/7,WIPR Noticias 24/7,Hato Rey,Hato Rey,"Avenida Hostos #570, Urb. Baldrich",*00918,18.412793,-66.061628,TV,TV,Español,Spanish,,,http://www.wipr.pr/,2016,,,,,,,1-5,Diario,Daily,https://www.facebook.com/,https://twitter.com/wiprtv,,https://www.youtube.com/user/noticias247prtv,
Puerto Rico,Puerto Rico,Wora TV,Wora TV,Mayagüez,Mayagüez,Carr 102 Km 5.2. Bo. Guanajibo,*00680,18.173808,-67.175337,TV,TV,Español,Spanish,,,http://woratv.com/portada/,,Universidad de Puerto Rico,Universidad de Puerto Rico,,,,,,,,https://www.facebook.com/WORATV5,https://twitter.com/woratv,,https://www.youtube.com/user/woratv5,
Puerto Rico,Puerto Rico,Radio Universidad de PR,Radio Universidad de PR,San Juan,San Juan,Apartado 21305 ,00931-1305,18.405795,-66.050703,Radio,Radio,Español,Spanish,,,http://www.wrtu.pr/,,,,,,,,,,,https://www.facebook.com/RadioUPR/,https://twitter.com/RadioUPR,https://www.instagram.com/RadioUPR/,,
Puerto Rico,Puerto Rico,Walo 1240 AM,Walo 1240 AM,Huamaco,Huamaco,Calle Dr. Vidal,*00791,18.146563,-65.796607,Radio,Radio,Español,Spanish,,,http://waloradio.com/,,Wifredo G. Blanco-Pi,Wifredo G. Blanco-Pi,,,,,,,,https://www.facebook.com/waloradio,https://twitter.com/waloradio,https://www.instagram.com/waloradio/,,
Puerto Rico,Puerto Rico,Wapa Radio 680 AM,Wapa Radio 680 AM,Río Piedras,Río Piedras,"Extensión San Agustín, 1210 Calle 3",*00926,18.394424,-66.041317,Radio,Radio,Español,Spanish,,,http://www.waparadiopr.com,,,,,,,,,,,https://www.facebook.com/Cadena-WAPA-RADIO-325418447863229/,https://twitter.com/WapaRadio?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Eprofile%3AWapaRadio&ref_url=http%3A%2F%2Fwww.waparadiopr.com%2F,https://www.instagram.com/waparadio/,,
Puerto Rico,Puerto Rico,Noti Uno 630 AM,Noti Uno 630 AM,San Juan,San Juan,"1581 Ponce de León Street, Urb. El Cerezal",*00926,18.382224,-66.066788,Radio,Radio,Español,Spanish,,,https://notiuno.com/,,,,,,,,,,,https://www.facebook.com/NotiUno630/,https://twitter.com/NotiUno,https://www.instagram.com/notiuno/,https://www.youtube.com/channel/UC7weRsfRuZRsyz0IfLa924g,
Puerto Rico,Puerto Rico,Tu Noticia PR,Tu Noticia PR,,,,,18.438588,-66.065814,Web,Web-only ,Español,Spanish,,,https://www.tunoticiapr.com/,,José Manuel Hernández/Presidente,José Manuel Hernández/Presidente,,,,,,,,https://www.facebook.com/TuNoticiaPR/,https://twitter.com/TuNoticiaPR,,,
Puerto Rico,Puerto Rico,Jornada PR,Jornada PR,,,,,18.443632,-66.04367,Web,Web-only,Español,Spanish,,,https://jornadapr.com/,,,,,,,,,,,https://www.facebook.com/jornadapr/,https://twitter.com/jornadapr,,https://www.youtube.com/JornadaPR,
Puerto Rico,Puerto Rico,La Cordillera,La Cordillera,Cidra,Cidra,"Bo. Arenas, Urb. Campo Bello, Calle Lirios A-9",*00736,18.137122,-66.136949,Periódico,Newspaper,Español,Spanish,,,http://www.lacordillera.net/,,,,,,,,,,,https://www.facebook.com/LaCordillera/,https://twitter.com/LaCordilleraPR,https://www.instagram.com/lacordilleraparador/,,
Puerto Rico,Puerto Rico,El Regional de Guayama,El Regional de Guayama,Guayama,Guayama,22 Calle McArthur,*00784,17.984102,-66.116914,Periódico,Newspaper,Español,Spanish,,,http://www.elregionalpr.com/,,Vicente Pierantoni Pérez,Vicente Pierantoni Pérez,,,,,,,,https://www.facebook.com/ElRegionalPR/,https://twitter.com/elregionalgyma,https://www.instagram.com/elregionalpr/,https://www.youtube.com/channel/UCScvDb49d0fPbuVBa7CCPhg,
Puerto Rico,Puerto Rico,La Esquina,La Esquina,Maunabo,Maunabo,Calle Luis Muñoz Rivera #69,*00707,18.051722,-65.878016,Web,Web,Español,Spanish,,,http://www.laesquina.com/web/,,,,,,,,,,,https://www.facebook.com/periodicolaesquina/?__tn__=kC-R&eid=ARAiBTiqwZ5J4PUxmuWNjKdcAz5RiXkbmP7xj0n0Wbze_ycf8H92ipuHzA4xOjQVzy6MMS5x5n46-6mv&hc_ref=ARS1E2Bs4uO9io0zR1rlVXyyBclG80-qJIEuS_C0p8UejeCWku-wI69nK8uwo83tb3U&fref=nf&__xts__[0]=68.ARBBro8A4VViiSNkry0bebCzJ45DNA70MAVu9Tk57_4ZzbVMORkDxSs-OyYknhkeQjF86yVNOzk5kOgBMRDIZ9t8msI_xBXynxoqg2QgafrePEAjK_T8bygD5hw3e3bgVjChfLv4xgMLAUQPftFPXU3KRoCATyB9gc7Iq3K6S5JKijVVcDz3dJZhL7Rc0p0ZZ1OpXA_UtLpEyAIQhxhbeaQ8xAIwHJ4IOMtkKtDDrSvkbWx65oXy2Namj_A0EI0XxOL10pafqBDTRI-vlru0M6vCwCiNF28jmOpGGV8H1sQFApe8piOfRWTSFrSOLFaFo1Y8OLPT0fwx9ZQQFTnyLfPz8A,https://twitter.com/laesquinapr,,,
Puerto Rico,Puerto Rico,Wole 12,Wole 12,Aguadilla,Aguadilla,Carr. 111 Calle Marginal Bo. Palmar,*00603,18.410463,-67.152488,TV,TV,Español,Spanish,,,https://wole12.com/,,Western Broadcasting Corp. of PR,Western Broadcasting Corp. of PR,,,,,,,,https://www.facebook.com/woletv/,https://twitter.com/woletv,,https://www.youtube.com/user/WOLEDT12,
Puerto Rico,Puerto Rico,Noticias Somos Ponce,Noticias Somos Ponce,Ponce,Ponce,Plaza del Caribe,*00728,17.993127,-66.611409,Web,Web-only,Español,Spanish,,,https://www.noticiassomosponce.net/,,Medio local independiente,Local independent media,"Impreso: 10,000-19,999. Web 1,000","Print: 10,000-19,999. Web 1,000",,,1-5,Diario,Daily,https://www.facebook.com/noticiassomosponce/,https://twitter.com/noticiasomponce,,,
Puerto Rico,Puerto Rico,WPAB 550 Ponce,WPAB 550 Ponce,Ponce,Ponce,PO Box 7243,*00732,18.010071,-66.6100,Radio,Radio,Español,Spanish,"Noticias, Arte y Cultura, Deportes, Comentario","News, Arts and Culture, Sports, Commentary",http://www.pab550.com/site/,1940,Medio local independiente,Local independent media,"Impreso: -5.000, Radio: 45,000","Print: -5,000, Radio: 45,000",Publicidad,Advertising,11-20,Diario,Daily,https://www.facebook.com/wpab550/,https://twitter.com/pab550,https://www.instagram.com/wpab550/,,
Puerto Rico,Puerto Rico,Noticias Salinas,Noticias Salinas,Salinas,Salinas,,,17.978727,-66.298409,Web,Web-only,Español,Spanish,,,http://www.noticiasdesalinas.com/,,,,,,,,,,,https://www.facebook.com/NoticiasSalinasPR/,https://twitter.com/noticiasalinas,,,
Puerto Rico,Puerto Rico,El Todo,El Todo,Bayamón,Bayamón,"Calle 17 S-5, Flamboyán Gardens",*00960,18.373644,-66.195908,Periódico,Newspaper,Español,Spanish,,,"http://www.periodicoeltodo.com/, https://issuu.com/periodicoeltodo/docs/pdfjoiner",1972,Benjamin Rodriguez/Presidente-Editor,Benjamin Rodriguez/Presidente-Editor,"Impreso: 75,000","Print: 75,000",,,,,,http://www.periodicoeltodo.com/?fbclid=IwAR0JzJlDyKIq6rAnZV8_CqYwOJ_eBq8oW2NcDjQbx_RbePNC_6YqqcrxPCc,https://twitter.com/periodicoeltodo,,,
Puerto Rico,Puerto Rico,Villalba Online (NP),Villalva Online (NP),Villalba,Villalba,B-78 Las Alondras,*00766,18.114352,-66.506905,Web,Web-only,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes","News, Arts and Culture, Entertainment, Sports",http://villalbaonlinepr.com/,2008,Medio local independiente,Local independent media,"Web: 3,000","Web: 3,000",Publicidad,Advertising,1-5,Diario,Daily,https://www.facebook.com/villalbaonline/,https://twitter.com/JosseanMaestro,https://www.instagram.com/villalbaonlinepr/,,
Puerto Rico,Puerto Rico,CyberNews ,CyberNews ,Guaynabo,Guaynabo,PO Box 1426,*00970,18.357514,-66.114501,Agencia de noticias,Wire Service,Español,Spanish,,,https://www.cybernewspr.com/web/,,"Alex Fernández-Rivas, Presidente","Alex Fernández-Rivas, Presidente",,,,,,,,https://www.facebook.com/CyberNews.Multimedia/,https://twitter.com/CyberNewspr,,https://www.youtube.com/channel/UCPCWZMKqhfksQkId5irasJQ,
Puerto Rico,Puerto Rico,Inter News Service,Inter News Service,San Juan,San Juan,,,18.463506,-66.096851,Agencia de noticias,Wire Service,Español,Spanish,,,http://internewsservice.com/wp-login.php?redirect_to=http%3A%2F%2Finternewsservice.com%2F,,,,,,,,,,,https://www.facebook.com/internewsservice/,https://twitter.com/AgenciaINS,,,
Puerto Rico,Puerto Rico,Cumbre 1470 AM,Cumbre 1470 AM,Orocovis ,Orocovis ,PO Box 1210,*00720,18.227089,-66.391578,Radio,Radio,Español,Spanish,,,https://cumbre1470am.com/,,,,,,,,,,,https://www.facebook.com/cumbre1470,https://twitter.com/CUMBRE1470,https://www.instagram.com/cumbre1470/,,
Puerto Rico,Puerto Rico,Radio Casa Pueblo (NP),Radio Casa Pueblo (NP),Adjuntas,Adjuntas,PO Box 704,*00601,18.152523,-66.736745,Radio,Radio,Español,Spanish,,,http://casapueblo.org/index.php/radio-casa-pueblo/,,,,,,,,,,,https://www.facebook.com/casapueblo/,https://twitter.com/casapuebloorg,https://www.instagram.com/casapueblo_monarca/,https://www.youtube.com/watch?v=pL63FSyTaZY,
Puerto Rico,Puerto Rico,Victoria 840,Victoria 840,Humacao,Humacao,Font Martelo Ave 203,*00791,18.152029,-65.831497,Radio,Radio,Español,Spanish,,,http://www.victoria840.com/,,,,,,,,,,,https://www.facebook.com/Victoria840/,https://twitter.com/victoria840am,,,
Puerto Rico,Puerto Rico,De Todo Carolina,De Todo Carolina,Carolina,Carolina,Avenida Paseo de los Gigantes,,18.406524,-65.970153,Periódico,Newspaper,Español,Spanish,,,http://www.detodopr.com/?fbclid=IwAR2ktnd_qO33ONDiAjXg10Z3_IYE6ZJ1vjIFFRYJC1UPM80ECC1dE3P5x_c,,,,,,,,,,,https://www.facebook.com/DeTodoPR/,https://twitter.com/DeTodoCarolina,,,
Puerto Rico,Puerto Rico,Índice,Índice,San Juan,San Juan,PO Box 9227512,00922-7512,18.466244,-66.105864,Periódico,Newspaper,Español,Spanish,,,http://www.indicepr.com/#page=1,,,,,,,,,,,https://www.facebook.com/indicepr,https://twitter.com/Indicepr,https://www.instagram.com/indicepr/,,
Puerto Rico,Puerto Rico,Impacto,Impacto,Canóvanas,Canóvanas,PO Box 10000,00729-0011,18.371869,-65.901122,Periódico,Newspaper,Español,Spanish,,,https://issuu.com/impactonoreste?fbclid=IwAR0LrrV0_5TRCKGn5A95iK68WewgvjUUaN2SdiF3WJlp9npMwV7oXgabDWg,,Empresas López Corp.,Empresas López Corp.,,,,,,,,https://www.facebook.com/periodico.impacto/,,,,
Puerto Rico,Puerto Rico,Única Radio 1230,Única Radio 1230,Arecibo,Arecibo,,,18.471327,-66.717961,Radio,Radio,Español,Spanish,,,http://www.unicaradio1230.com/,,Unik Broadcasting System,Unik Broadcasting System,,,,,,,,https://www.facebook.com/unicaradio1230/,https://twitter.com/Unicaradio1230,,,
Puerto Rico,Puerto Rico,Noticias de Ponce,Noticias de Ponce,Ponce,Ponce,"Edificio Marvesa, Ave. Tito Castro Suite 204 ",*00731,18.024625,-66.601436,Web,Web-only,Español,Spanish,,,http://noticiasdeponce.net/,,,,,,,,,,,https://www.facebook.com/NoticiasdePonceOficial/,https://twitter.com/NoticiasdePonce,https://www.instagram.com/noticiasdeponceoficial/,,
Puerto Rico,Puerto Rico,El Adoquín TImes ,El Adoquín TImes ,San Juan,San Juan,PO Box 9021235,*00902,18.466249,-66.105698,Periódico,Newspaper,Español,Spanish,,,https://eladoquintimes.com/,,,,,,,,,,,https://www.facebook.com/eladoquintimes/,https://twitter.com/el_times,,,
Puerto Rico,Puerto Rico,El Podcast de Wapa Deportes,El Podcast de Wapa Deportes,,,,,,,Podcast,Podcast,Español,Spanish,,,https://elpodcastdewapa2deportes.simplecast.fm/,,,,,,,,,Semanal,Weekly,https://www.facebook.com/WapaDeportes/,https://twitter.com/WapaDeportes,,,
Puerto Rico,Puerto Rico,Repaso Noticioso,Repaso Noticioso,Añasco,Añasco,PO Box 2359,*00610,18.2896,-67.118,Podcast,Podcast,Español,Spanish,"Noticias, Otro","News, Science",https://www.jyestudio.com/repasonoticioso/,2017,Medio local independiente,Local independent outlet,Podcast: 940. Web: 100,Podcast: 940. Web: 100,Financiamiento privado,Private funding,1-5,Semanal,Weekly,https://www.facebook.com/RepasoNoticioso/,https://twitter.com/RepasoNoticioso,,,
Puerto Rico,Puerto Rico,El Azote de Luis Dávila Colón,El Azote de Luis Dávila Colón,,,,,,,Podcast,Podcast,Español,Spanish,,,https://art19.com/shows/el-azote-de-luis-d-vila-colon,,,,,,,,,,,,,,,
Puerto Rico,Puerto Rico,Foro Colegial,Foro Colegial,,,,,,,Podcast,Podcast,Español,Spanish,,,http://www.uprm.edu/p/prensa/foro_colegial,,,,,,,,,,,,,,,
Puerto Rico,Puerto Rico,"Las cosas como son, con Angel Rosas","Las cosas como son, con Angel Rosas",,,,,,,Podcast,Podcast,Español,Spanish,,,https://art19.com/shows/las-cosas-como-son,,,,,,,,,,,,,,,
Puerto Rico,Puerto Rico,"Sin ataduras, con Jay Fonseca","Sin ataduras, con Jay Fonseca",,,,,,,Podcast,Podcast,Español,Spanish,,,https://art19.com/shows/sin-ataduras,,,,,,,,,,,,,,,
Puerto Rico,Puerto Rico,"WKAW Analiza, con Luis Pabón Roca y Carlos Díaz Olivo","WKAW Analiza, con Luis Pabón Roca y Carlos Díaz Olivo",,,,,,,Podcast,Podcast,Español,Spanish,,,https://art19.com/shows/wkaq-analiza,,,,,,,,,,,,,,,
Puerto Rico,Puerto Rico,Puestas Pa'l Problema,Puestas Pa'l Problema,,,,,18.460322,-66.175992,Podcast,Podcast,Español,Spanish,,,https://omny.fm/shows/pppa,,,,,,,,,,,,,https://www.instagram.com/puestaspalproblema/,,
Puerto Rico,Puerto Rico,Caribbean Business,Caribbean Business,Guaynabo,Guaynabo,"Rexco Industrial Park, Santa Marina 1 Suites 02B & 02C",*00968,18.413974,-66.107665,Periódico,Newspaper,Inglés,English,,,http://caribbeanbusiness.com/,,,,"Impreso: 228,730","Print: 228,730",,,,,,https://www.facebook.com/caribbeanbusinesspr,https://twitter.com/CaribBusiness,,,
Puerto Rico,Puerto Rico,News is my Business,News is my Business,Carolina,Carolina,8 Ave. Laguna Apt. B206,*00979,18.432102,-66.016937,Web,Web-only,Inglés,English,Noticias,News,https://newsismybusiness.com/,2010,Medio local independiente,Local independent media,"Impreso: 5,000 - 9,999. Boletín: 1,000. Web: 1,200","Print: 5,000 - 9,999. Newsletter: 1,000. Web: 1,200","Publicidad, Cobros por contenido","Advertising, Charge for content",1-5,Diario,Daily,https://www.facebook.com/newsismybusiness/,https://twitter.com/newsismybusines?lang=en,,https://www.youtube.com/channel/UC6cNHSO-IUQBlhxPd4i94dw,"https://www.facebook.com/dollarsandsensenimb, https://twitter.com/DollarsandS,  https://www.linkedin.com/in/newsismybusiness/"
Puerto Rico,Puerto Rico,Puerto Rico Report (NP),Puerto Rico Report (NP),,,,,18.221972,-66.442677,Web,Web-only,Inglés,English,"Noticias, Comentario","News, Commentary",https://www.puertoricoreport.com/,2012,Sin ánimo de lucro,Non-profit,"Impreso: -5.000. Web: 1,000","Print: -5.000. Web: 1,000",Financiamiento privado,Private funding,1-5,Diario,Daily,https://www.facebook.com/PuertoRicoReport/,https://twitter.com/PRicoReport,,,
Puerto Rico,Puerto Rico,The San Juan Star,The San Juan Star,Caguas,Caguas,17 Calle Juan Ponce de León,*00725,18.227312,-66.03343,Periódico,Newspaper,Inglés,English,,,http://www.sanjuanweeklypr.com/index.html,,,,,,,,,,,https://www.facebook.com/sjdailystar/,https://twitter.com/sjdailystar,,,
Rhode Island,Rhode Island,Providence en Español,Providence en Español,Providence,Providence,280 Broadway,*02903,41.820353,-71.427025,Web,Web-only,Español,Spanish,,,http://www.providenceenespanol.com/,1999,,,,,,,,,,https://www.facebook.com/Providence.En.Espanol/,https://twitter.com/ProvEnEspanol,https://www.instagram.com/providenceenespanol/,https://www.youtube.com/channel/UCCnsvIf_HCwlwj1PsVcCmjw,
Rhode Island,Rhode Island,Acontecer Latino,Acontecer Latino,Cranston,Cranston,PO Box 10034,*02910,41.779491,-71.436549,Periódico,Newspaper,Español,Spanish,Noticias,News,http://www.acontecerlatino.com/nosotros,2016,Medio local independiente,Local independent media,"Impreso: 5,000 - 9,999","Print: 5,000 - 9,999",Publicidad,Advertising,1-5,Bisemanal,Bi-weekly,https://www.facebook.com/AcontecerLatino/,https://twitter.com/LatinoAcontecer,https://www.instagram.com/acontecerlatino/,,
Rhode Island,Rhode Island,Noticias Rhode Island,Noticias Rhode Island,Providence,Providence,98 Stanton St.,*02909,41.807763,-71.461633,Web,Web-only,Español,Spanish,,,http://www.noticiasrhodeisland.com/,2016,"Liza Gordon, Fundadora y CEO","Liza Gordon, Fundadora y CEO",,,,,6-10,,,https://www.facebook.com/noticiasrhodeisland/,https://twitter.com/noticiasri,https://www.instagram.com/noticiasrhodeisland/,,
Rhode Island,Rhode Island,Latino Public Radio,Latino Public Radio,Cranston,Cranston,1246 Cranston Street,*02920,41.791835,-71.451421,Radio,Radio,Español,Spanish,,,https://lprnoticias.com/,,,,,,,,,Diario,Daily,https://www.facebook.com/LPRNEWS/,https://twitter.com/LPRRI,https://www.instagram.com/explore/locations/293960878/latino-public-radio/?hl=en,,
Tennessee,Tennessee,La Prensa Latina,La Prensa Latina,Memphis,Memphis,"995 South Yates, Suite 3",38119,35.104622,-89.877929,Periódico,Newspaper,Español,Spanish,,,https://www.laprensalatina.com/,,,,,,,,,,,https://www.facebook.com/laprensalatina,https://twitter.com/laprensalatina,https://www.instagram.com/laprensalatinamemphis/,,
Tennessee,Tennessee,La Campana,La Campana,Franklin,Franklin,250 Chatfield Way,37067,35.941637,-86.796493,Web,Web,Español,Spanish,,,http://lacampana.us/,,,,,,,,,,,https://www.facebook.com/lacampananewspaper/,https://twitter.com/LaCampanaNews,https://www.instagram.com/lacampananashville/,,
Tennessee,Tennessee,Memphis Noticias,Memphis Noticias,Memphis,Memphis,,,35.119629,-90.005163,Web,Web,Español,Spanish,,,http://memphisnoticias.com,,,,,,,,,,,https://www.facebook.com/memphisnoticias/,https://twitter.com/memphisnoticias/,https://www.instagram.com/memphisnoticias/?fbclid=IwAR2rTyFNNU7EC5W2pVSgFRRxBS7SgBexwiCh2W-GN1V00qw1o3U9wDlhlv4,https://www.youtube.com/channel/UCiDTePE32Ct_dVL_Q3QzHjw/featured,
Tennessee,Tennessee,Nashville Noticias,Nashville Noticias,Nashville,Nashville,3019 Nolensville Pike,37211,36.106138,-86.743067,Web,Web-only,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes","News, Arts and Culture, Entertainment, Sports",https://www.nashvillenoticias.com/,2015,Medio local independiente,Local independent media,"Web: 3,000","Web: 3,000",Publicidad,Advertising,6-10,Diario,Daily,https://www.facebook.com/VeroSalcedoperiodista/,https://twitter.com/verosalcedov,,https://www.youtube.com/channel/UCiTtoSyCtrh438Y8NJJV2eQ,
Tennessee,Tennessee,WLLC UniMás 42,WLLC UniMás 42,Nashville,Nashville,,,36.178359,-86.848462,TV,TV,Español,Spanish,,,,,Univision Communications,Univision Communications,,,,,,,,,,,,
Tennessee,Tennessee,El Crucero de Tennessee,El Crucero de Tennessee,Antioch,Antioch,5252 Hickory Hollow Parkway Ste 202-F,37013,36.052016,-86.655579,Periódico,Newspaper,Español,Spanish,"Noticias, Cultura, Educación ","News, Culture, Education ",https://www.elcruceronews.com/,1999,Medio local independiente,Local independent media,"Impreso: 5,000-9,999","Print: 5,000-9,999",,,6-10,Semanal,Weekly,https://www.facebook.com/ElCruceroNews1/,,https://www.instagram.com/elcruceronews/,,
Texas,Texas,Neta,Neta,Pharr,Pharr,901 W. Lee Street,78577,26.212296,-98.193413,Web,Web-only,Español/Inglés,Spanish/English,"Noticias, Arte y Cultura, Narrativa no ficción","News, Arts and Culture, Narrative non-fiction",https://netargv.com/,2017,Proyecto fiscal patrocinado no incorporado,Sponsored fiscal project not incorporated,"Boletín: 4,000. Web: 1,000","Newsletter: 4,000. Web: 1,000","Financiamiento privado, Donaciones/Subvenciones, Financiamiento de fundación, Mercadería","Private funding, Donations/Grants, foundation funding, Merchandise",6-10,Bisemanal,Bi-weekly,https://www.facebook.com/netargv,https://twitter.com/netargv,https://www.instagram.com/netargv/,,
Texas,Texas,Diario La Estrella,Diario La Estrella,Fort Worth,Fort Worth,808 Throckmorton Street,76102,32.751735,-97.331449,Periódico,Newspaper,Español,Spanish,,,http://www.star-telegram.com/la-estrella/,,,,,,,,,,,https://www.facebook.com/LaEstrellaDFW/,https://twitter.com/LaEstrellaDFW,,,
Texas,Texas,KINT Univisión 26 ,KINT Univision 26 ,El Paso,El Paso,5426 North Mesa,79912,31.819792,-106.51677,TV,TV,Español,Spanish,,,http://noticias.entravision.com/el-paso,,Entravision Communications,Entravision Communications,,,,,,,,https://www.facebook.com/Univision26,https://twitter.com/NotiYaElPaso,https://www.instagram.com/notiyaelpaso/,,
Texas,Texas,Borderzine,Borderzine,El Paso,El Paso,500 W. University Avenue,79968,31.771019,-106.504632,Web,Web-only,Español/Inglés,Spanish/English,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario","News, Arts and Culture, Entertainment, Sports, Commentary",http://borderzine.com/,2010,Sin ánimo de lucro,Non-profit,"Impreso: 20,000 - 49,999, Web: 1000, Boletín: 1,000","Print: 20,000 - 49,999, Web: 1000, Newsletter: 1,000",Apoyo universitario,University Support,21-50,Semanal,Weekly,https://www.facebook.com/borderzine/,https://twitter.com/borderzine?lang=en,https://www.instagram.com/borderzine/?hl=en,,
